pcode,timestamp,label
P48,2019-05-16 10:00:00+09:00,200.0
P48,2019-05-16 11:00:00+09:00,82.0
P48,2019-05-16 12:00:00+09:00,134.0
P48,2019-05-16 13:00:00+09:00,488.0
P48,2019-05-16 14:00:00+09:00,1850.0
P48,2019-05-16 15:00:00+09:00,4306.0
P48,2019-05-16 16:00:00+09:00,1490.0
P48,2019-05-16 17:00:00+09:00,0.0
P48,2019-05-16 18:00:00+09:00,592.0
P48,2019-05-16 19:00:00+09:00,624.0
P48,2019-05-16 20:00:00+09:00,0.0
P48,2019-05-16 21:00:00+09:00,1036.0
P48,2019-05-16 22:00:00+09:00,0.0
P48,2019-05-16 23:00:00+09:00,0.0
P48,2019-05-17 00:00:00+09:00,0.0
P48,2019-05-17 01:00:00+09:00,0.0
P48,2019-05-17 02:00:00+09:00,0.0
P48,2019-05-17 03:00:00+09:00,0.0
P48,2019-05-17 04:00:00+09:00,0.0
P48,2019-05-17 05:00:00+09:00,0.0
P48,2019-05-17 06:00:00+09:00,0.0
P48,2019-05-17 07:00:00+09:00,0.0
P48,2019-05-17 08:00:00+09:00,0.0
P48,2019-05-17 09:00:00+09:00,0.0
P48,2019-05-17 10:00:00+09:00,876.0
P48,2019-05-17 11:00:00+09:00,420.0
P48,2019-05-17 12:00:00+09:00,1092.0
P48,2019-05-17 13:00:00+09:00,1110.0
P48,2019-05-17 14:00:00+09:00,10.0
P48,2019-05-17 15:00:00+09:00,234.0
P48,2019-05-17 16:00:00+09:00,0.0
P48,2019-05-17 17:00:00+09:00,0.0
P48,2019-05-17 18:00:00+09:00,0.0
P48,2019-05-17 19:00:00+09:00,0.0
P48,2019-05-17 20:00:00+09:00,0.0
P48,2019-05-17 21:00:00+09:00,1764.0
P48,2019-05-17 22:00:00+09:00,772.0
P48,2019-05-17 23:00:00+09:00,1262.0
P48,2019-05-18 00:00:00+09:00,132.0
P48,2019-05-18 01:00:00+09:00,0.0
P48,2019-05-18 02:00:00+09:00,0.0
P48,2019-05-18 03:00:00+09:00,0.0
P48,2019-05-18 04:00:00+09:00,0.0
P48,2019-05-18 05:00:00+09:00,0.0
P48,2019-05-18 06:00:00+09:00,0.0
P48,2019-05-18 07:00:00+09:00,0.0
P48,2019-05-18 08:00:00+09:00,0.0
P48,2019-05-18 09:00:00+09:00,0.0
P48,2019-05-18 10:00:00+09:00,0.0
P48,2019-05-18 11:00:00+09:00,0.0
P48,2019-05-18 12:00:00+09:00,1786.0
P48,2019-05-18 13:00:00+09:00,1548.0
P48,2019-05-18 14:00:00+09:00,140.0
P48,2019-05-18 15:00:00+09:00,362.0
P48,2019-05-18 16:00:00+09:00,1580.0
P48,2019-05-18 17:00:00+09:00,2394.0
P48,2019-05-18 18:00:00+09:00,322.0
P48,2019-05-18 19:00:00+09:00,870.0
P48,2019-05-18 20:00:00+09:00,208.0
P48,2019-05-18 21:00:00+09:00,654.0
P48,2019-05-18 22:00:00+09:00,1674.0
P48,2019-05-18 23:00:00+09:00,210.0
P48,2019-05-19 00:00:00+09:00,0.0
P48,2019-05-19 01:00:00+09:00,0.0
P48,2019-05-19 02:00:00+09:00,0.0
P48,2019-05-19 03:00:00+09:00,0.0
P48,2019-05-19 04:00:00+09:00,0.0
